Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
CON__Q3SX09;CON__P02070;tr|A0A0D9QW82|A0A0D9QW82_CHLSB	CON__Q3SX09	5;1;1	5;1;1	5;1;1		3	5	5	5	34.8	34.8	34.8	22.06	201	201;145;147	0	38.535	8630.2	11383	0	179.77	7782.7	15406	0	0	6345.5	11068	8688.1	15932	12501	16653	12194	11495	7870.6	10416	373.79	918.16	7181.5	14239	363.38	609.81	6197.9	10723	8975.5	16074	12597	16783	11655	11114	3	3	0	1	3	3	0	0	3	3	3	3	3	3	3	3	504860000	12			+	29	220;4278;9521;9947;17159	True;True;True;True;True	233;4467;9955;10400;18073	392;7193;7194;16099;16100;16101;16786;16787;28860;28861;28862	430;8118;8119;18711;18712;18713;19523;19524;33674;33675;33676;33677	430;8118;18712;19523;33675		
CON__Q3SZH5	CON__Q3SZH5	1	1	1		1	1	1	1	3.1	3.1	3.1	45.456	424	424	0.0028944	6.3378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10614000	1			+	30	15944	True	16792	26749	31162	31162		
CON__Q3SZR3	CON__Q3SZR3	2	2	2		1	2	2	2	12.4	12.4	12.4	23.182	202	202	0.00038023	12.43	1603.1	2358.5	0	0	2049.1	2632	0	168.17	2117.7	2862.7	1787.1	1593.3	2124.1	2937.2	2369.9	2123.1	1462.1	2157.8	147.56	0	1892.1	2438.7	0	402.81	2028.8	2717.5	1863.9	1732.4	2163.6	2924.9	2260	2050	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	66192000	3			+	31	651;3145	True;True	685;3281	1192;1193;5340	1322;1323;6028	1322;6028		
CON__Q3SZV7	CON__Q3SZV7	3	3	3		1	3	3	3	5.4	5.4	5.4	52.295	460	460	0	17.938	4661.5	3888.8	218.34	29.579	3411.9	4112.9	0	20.378	3116.2	3200.9	3955.2	4848.5	4132.8	5358.9	4091.8	4931.9	4253.2	3558.2	570.82	247.15	3169.7	3807.1	0	235.21	3034	3119.8	4023.4	4900	4200.9	5448.3	3910.1	4735.6	2	2	1	1	2	2	0	1	2	2	2	2	2	2	2	2	104590000	3			+	32	1772;5003;17292	True;True;True	1862;5216;18211	3136;8320;29061	3536;9398;33922	3536;9398;33922		
CON__Q3T052	CON__Q3T052	2	2	2		1	2	2	2	2.9	2.9	2.9	101.51	916	916	0	13.086	2248.3	2897.4	0	0	1259.3	1823.7	0	0	1875.3	2186.2	1770.1	1475.1	2195.6	2297.6	1324.4	1772.1	2050.8	2650.9	0	0	1167.6	1690.6	0	0	1802.8	2075.1	1831.4	1568	2184.3	2300.6	1280.3	1708.4	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	35147000	2			+	33	10026;16845	True;True	10481;17747	16892;28329	19662;33050	19662;33050		
CON__Q3ZBS7;tr|A0A0D9R4R2|A0A0D9R4R2_CHLSB	CON__Q3ZBS7	7;3	7;3	7;3		2	7	7	7	19.6	19.6	19.6	54.099	484	484;478	0	71.788	6043.6	8179.9	0	0	6255.5	6097.5	0	171.54	6135.4	5231.5	6720.2	6048.3	8628.4	7098.2	7696.6	6421.2	5512.4	7481.4	544.42	440.47	5777.3	5630	416.77	645.05	5927.3	5050.1	6942.3	6182.4	8686	7199.6	7369.1	6167.8	2	2	0	0	2	2	0	1	2	2	2	2	2	2	2	2	446200000	12			+	34	1598;2671;8997;9937;12293;13505;15716	True;True;True;True;True;True;True	1683;2795;9416;9417;10390;12960;14242;16554	2837;4631;4632;15188;15189;16773;16774;20682;20683;22647;22648;26319	3178;5253;5254;17673;17674;19509;19510;24089;24090;26328;26329;30621	3178;5253;17674;19510;24089;26328;30621	9	354
CON__Q95121	CON__Q95121	2	2	2		1	2	2	2	4.6	4.6	4.6	46.228	416	416	0	14.791	2764.4	1598.2	0	0	2407.5	3157.9	0	0	1818.1	2969.1	1937.7	4221.5	3240.2	3966.9	3298.1	2602.7	2521.6	1462.2	0	0	2227	2917.1	0	0	1758.4	2881.2	2042.2	4243.9	3261.5	4005.8	3149.7	2520.2	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	24822000	2			+	35	8796;16801	True;True	9206;17701	14826;28254	17280;32965	17280;32965		
CON__Q9TRI1;tr|A0A0D9RLZ2|A0A0D9RLZ2_CHLSB	CON__Q9TRI1	3;1	3;1	3;1		2	3	3	3	3.8	3.8	3.8	106.19	946	946;946	0	19.025	1118.8	1392	0	43.861	1025.9	1574.4	21.23	0	1108	1167.6	1286.4	1320.7	1118.2	1374.4	1331.7	1075.8	1020.5	1273.9	0	175.58	949.44	1459.3	117.46	0	1075.1	1123.8	1304	1343.8	1153.3	1391.3	1268.7	1036.8	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	46572000	3			+	36	4825;8883;14886	True;True;True	5030;9294;15689	8038;14975;24880	9091;17440;28818	9091;17440;28818		
REV__tr|A0A0D9QV99|A0A0D9QV99_CHLSB	REV__tr|A0A0D9QV99|A0A0D9QV99_CHLSB	1	1	1	tr|A0A0D9QV99|A0A0D9QV99_CHLSB Proteasome 26S subunit, ATPase 5 OS=Chlorocebus sabaeus OX=60711 GN=PSMC5 PE=3 SV=1	1	1	1	1	0	0	0	45.626	406	406	0.0011786	6.4356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233620000	2		+		37	12173	True	12832	20484	23849;23850	23849		
REV__tr|A0A0D9QW88|A0A0D9QW88_CHLSB	REV__tr|A0A0D9QW88|A0A0D9QW88_CHLSB	1	1	1	tr|A0A0D9QW88|A0A0D9QW88_CHLSB THAP domain containing 8 OS=Chlorocebus sabaeus OX=60711 GN=THAP8 PE=4 SV=1	1	1	1	1	0	0	0	29.804	274	274	0.0055913	6.0944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82208000	1		+		38	9170	True	9594	15478	17987	17987		
REV__tr|A0A0D9QWB9|A0A0D9QWB9_CHLSB	REV__tr|A0A0D9QWB9|A0A0D9QWB9_CHLSB	1	1	1	tr|A0A0D9QWB9|A0A0D9QWB9_CHLSB NPHS1 adhesion molecule, nephrin OS=Chlorocebus sabaeus OX=60711 GN=NPHS1 PE=4 SV=1	1	1	1	1	0	0	0	134.87	1242	1242	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38631000	1	+	+		39	12584	True	13269	21184	24661	24661	10	939
REV__tr|A0A0D9QXC8|A0A0D9QXC8_CHLSB	REV__tr|A0A0D9QXC8|A0A0D9QXC8_CHLSB	1	1	1	tr|A0A0D9QXC8|A0A0D9QXC8_CHLSB WD repeat domain 88 OS=Chlorocebus sabaeus OX=60711 GN=WDR88 PE=4 SV=1	1	1	1	1	0	0	0	52.535	471	471	0.0053117	6.0944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21923000	1		+		40	2988	True	3117	5128	5804	5804		
REV__tr|A0A0D9QY22|A0A0D9QY22_CHLSB	REV__tr|A0A0D9QY22|A0A0D9QY22_CHLSB	1	1	1	tr|A0A0D9QY22|A0A0D9QY22_CHLSB Copine 2 OS=Chlorocebus sabaeus OX=60711 GN=CPNE2 PE=4 SV=1	1	1	1	1	0	0	0	61.171	548	548	0.0096075	5.9668	2268.6	2265.6	0	0	2288.9	3144	0	0	2279.8	2150.5	2463.1	2249.7	3028.9	3962.4	3233.5	2433.3	2068.9	2071.9	176.26	123.33	2109.5	2897.1	105.44	0	2197.5	2070.2	2544	2354.1	3075.8	3928.2	3085.7	2360.6	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	27051000	1		+		41	14158	True	14919	23671	27483	27483		
REV__tr|A0A0D9QZ23|A0A0D9QZ23_CHLSB	REV__tr|A0A0D9QZ23|A0A0D9QZ23_CHLSB	1	1	1	tr|A0A0D9QZ23|A0A0D9QZ23_CHLSB RPGRIP1 like OS=Chlorocebus sabaeus OX=60711 GN=RPGRIP1L PE=4 SV=1	1	1	1	1	0	0	0	146.18	1263	1263	0.0077691	6.0457	2224.1	2236.2	0	0	1914.8	3082.5	0	52.921	1716.1	2279.1	1940.1	3037.2	2380.5	3662.1	2712.1	1960.8	2028.7	2045.7	0	196.32	1771.4	2848.1	0	309.66	1662.5	2212.1	2001.5	3087.8	2425	3648.9	2585.4	1911	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	57167000	1		+		42	9586	True	10021	16210	18840	18840		
REV__tr|A0A0D9R203|A0A0D9R203_CHLSB	REV__tr|A0A0D9R203|A0A0D9R203_CHLSB	1	1	1	tr|A0A0D9R203|A0A0D9R203_CHLSB Cell proliferation regulating inhibitor of protein phosphatase 2A OS=Chlorocebus sabaeus OX=60711 GN=CIP2A PE=4 SV=1	1	1	1	1	0	0	0	102.67	910	910	0.0014723	6.4319	6992.3	5380.9	0	66.385	6453.4	10982	0	0	5953.4	8274.8	5496.8	8958.4	10360	15939	9946.1	9161.3	6378.1	4923.6	0	648.98	5958.7	10140	215.34	628.73	5702.7	7956.2	5879	9364.7	10380	15769	9508.5	8906.2	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	133320000	1		+		43	2959	True	3088	5093	5767	5767		
REV__tr|A0A0D9R2C0|A0A0D9R2C0_CHLSB	REV__tr|A0A0D9R2C0|A0A0D9R2C0_CHLSB	1	1	1	tr|A0A0D9R2C0|A0A0D9R2C0_CHLSB Nectin cell adhesion molecule 3 OS=Chlorocebus sabaeus OX=60711 GN=NECTIN3 PE=4 SV=1	1	1	1	1	0	0	0	56.295	510	510	0.0045519	6.197	3441.4	3262.5	0	0	1777.1	3653.4	0	0	2600.5	2876.8	2760.8	3554.9	3065.5	4783.1	2897.1	2352.6	3139.1	2984.9	0	0	1648.4	3378.8	0	0	2510.9	2781.3	2834.8	3640.6	3104.8	4742.6	2770.8	2300	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	216700000	1		+		44	2466	True	2585	4300	4881	4881		
REV__tr|A0A0D9R3C7|A0A0D9R3C7_CHLSB	REV__tr|A0A0D9R3C7|A0A0D9R3C7_CHLSB	1	1	1	tr|A0A0D9R3C7|A0A0D9R3C7_CHLSB Integral membrane protein 2C OS=Chlorocebus sabaeus OX=60711 GN=ITM2C PE=4 SV=1	1	1	1	1	0	0	0	30.209	267	267	0.0017575	6.3981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75059000	1		+		45	7314	True	7647	12531	14304	14304	11	156
REV__tr|A0A0D9R3N9|A0A0D9R3N9_CHLSB	REV__tr|A0A0D9R3N9|A0A0D9R3N9_CHLSB	1	1	1	tr|A0A0D9R3N9|A0A0D9R3N9_CHLSB RING-type domain-containing protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1	1	1	1	1	0	0	0	35.545	308	308	0.0080422	6.0436	2860.8	2554	0	0	2845.2	2214.5	0	0	3642.2	2174.6	2963.5	1585.6	2918.9	3086.4	2765	2391.4	2609.5	2336.7	0	0	2631.3	2049.9	0	0	3483.8	2070.5	3063.5	1700.8	2967.5	3077.5	2644.4	2305	2	2	0	0	2	2	0	0	2	2	2	2	2	2	2	2	126720000	2		+		46	9817	True	10263	16567;16568	19279;19280	19280		
REV__tr|A0A0D9S7B7|A0A0D9S7B7_CHLSB;REV__tr|A0A0D9R3X2|A0A0D9R3X2_CHLSB	REV__tr|A0A0D9S7B7|A0A0D9S7B7_CHLSB;REV__tr|A0A0D9R3X2|A0A0D9R3X2_CHLSB	1;1	1;1	1;1	tr|A0A0D9S7B7|A0A0D9S7B7_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1;tr|A0A0D9R3X2|A0A0D9R3X2_CHLSB Periphilin 1 OS=Chlorocebus sabaeus OX=60711 GN=PPHLN1 PE=4 SV=1	2	1	1	1	0	0	0	33.849	293	293;458	0.0058512	6.074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23298000	1		+		47	13372	True	14099	22421	26050	26050		
REV__tr|A0A0D9R4D6|A0A0D9R4D6_CHLSB	REV__tr|A0A0D9R4D6|A0A0D9R4D6_CHLSB	1	1	1	tr|A0A0D9R4D6|A0A0D9R4D6_CHLSB Coiled-coil domain containing 88B OS=Chlorocebus sabaeus OX=60711 GN=CCDC88B PE=4 SV=1	1	1	1	1	0	0	0	142.64	1273	1273	0.0034642	6.3178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164810000	1		+		48	13430	True	14163	22541	26194	26194		
REV__tr|A0A0D9R4I0|A0A0D9R4I0_CHLSB	REV__tr|A0A0D9R4I0|A0A0D9R4I0_CHLSB	2	2	2	tr|A0A0D9R4I0|A0A0D9R4I0_CHLSB Serine palmitoyltransferase long chain base subunit 1 OS=Chlorocebus sabaeus OX=60711 GN=SPTLC1 PE=4 SV=1	1	2	2	2	0	0	0	52.768	473	473	0.0003888	12.744	3063.9	1650.1	0	0	3173.7	3878.2	0	0	3509.4	2335.2	2332.4	1223.2	2373.3	3712.3	2266	2356.1	2794.7	1509.7	0	0	2932.1	3576.1	215.79	132.06	3332.9	2203.2	2443.4	1388.5	2411.6	3654.8	2166.8	2283.2	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	134900000	2		+		49	348;16466	True;True	364;17338	614;27657	670;32226	670;32226		
REV__tr|A0A0D9R5L5|A0A0D9R5L5_CHLSB	REV__tr|A0A0D9R5L5|A0A0D9R5L5_CHLSB	1	1	1	tr|A0A0D9R5L5|A0A0D9R5L5_CHLSB Kinesin family member 13A OS=Chlorocebus sabaeus OX=60711 GN=KIF13A PE=3 SV=1	1	1	1	1	0	0	0	201.52	1799	1799	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60098000	1	+	+		50	10718	True	11201	17931	20820	20820	12	1101
REV__tr|A0A0D9R6H0|A0A0D9R6H0_CHLSB	REV__tr|A0A0D9R6H0|A0A0D9R6H0_CHLSB	1	1	1	tr|A0A0D9R6H0|A0A0D9R6H0_CHLSB Maltase-glucoamylase OS=Chlorocebus sabaeus OX=60711 GN=MGAM PE=4 SV=1	1	1	1	1	0	0	0	210.52	1860	1860	0.0085259	5.9848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56164000	1		+		51	14737	True	15529	24569	28452	28452		
REV__tr|A0A0D9R7Z7|A0A0D9R7Z7_CHLSB	REV__tr|A0A0D9R7Z7|A0A0D9R7Z7_CHLSB	1	1	1	tr|A0A0D9R7Z7|A0A0D9R7Z7_CHLSB Rubicon autophagy regulator OS=Chlorocebus sabaeus OX=60711 GN=RUBCN PE=4 SV=1	1	1	1	1	0	0	0	112.59	1011	1011	0.0050963	6.1647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321530000	1		+		52	9128	True	9551	15420	17923	17923		
REV__tr|A0A0D9R858|A0A0D9R858_CHLSB	REV__tr|A0A0D9R858|A0A0D9R858_CHLSB	1	1	1	tr|A0A0D9R858|A0A0D9R858_CHLSB Cell cycle checkpoint control protein OS=Chlorocebus sabaeus OX=60711 GN=RAD9A PE=3 SV=1	1	1	1	1	0	0	0	42.499	390	390	0.009882	5.965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53118000	1		+		53	2087	True	2184	3662	4112	4112		
REV__tr|A0A0D9R984|A0A0D9R984_CHLSB	REV__tr|A0A0D9R984|A0A0D9R984_CHLSB	1	1	1	tr|A0A0D9R984|A0A0D9R984_CHLSB KIAA2026 OS=Chlorocebus sabaeus OX=60711 GN=KIAA2026 PE=4 SV=1	1	1	1	1	0	0	0	201.03	1837	1837	0.0040011	6.2342	5749	5474.2	0	0	5405.3	9101	0	0	4477.6	6769.1	4473	9782.2	6861.9	9337.7	7010.3	5827.2	5241.7	5006	312.68	317.59	4972	8377.2	273.94	391.53	4305.7	6553.8	4697.5	9833.2	6919.9	9410.1	6694.6	5651.1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	63928000	1		+		54	12057	True	12711	20302	23649	23649		
REV__tr|A0A0D9R9R8|A0A0D9R9R8_CHLSB	REV__tr|A0A0D9R9R8|A0A0D9R9R8_CHLSB	1	1	1	tr|A0A0D9R9R8|A0A0D9R9R8_CHLSB Myocardin OS=Chlorocebus sabaeus OX=60711 GN=MYOCD PE=4 SV=1	1	1	1	1	0	0	0	106.72	986	986	0.0061247	6.0643	1133.3	1366.1	0	0	1189.3	1909.3	0	0	1264.2	1048.2	1009.2	2545.3	1492.9	2225.3	1427.8	1257.7	1033.7	1249.9	0	0	1099.6	1763.8	0	123.11	1209.3	1047.5	1067.9	2519.3	1502.5	2243.3	1365.2	1223.6	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	25519000	1		+		55	11840	True	12485	19937	23184	23184		
REV__tr|A0A0D9RAA7|A0A0D9RAA7_CHLSB	REV__tr|A0A0D9RAA7|A0A0D9RAA7_CHLSB	1	1	1	tr|A0A0D9RAA7|A0A0D9RAA7_CHLSB DNA-directed RNA polymerase subunit OS=Chlorocebus sabaeus OX=60711 GN=POLR3A PE=3 SV=1	1	1	1	1	0	0	0	155.61	1390	1390	1	-2	5164.9	4815.5	0	0	4855.5	7824.6	0	0	4447.2	5305.7	4427.9	10549	7115.1	9923	7364.4	6425.4	4711.2	4405.2	0	106.71	4490.6	7221.4	0	335.61	4287.8	5233.9	4667.1	10512	7172.9	10015	7031.1	6224.3	3	3	0	0	3	3	0	0	3	3	3	3	3	3	3	3	139830000	3	+	+		56	3351	True	3502;3503	5694;5695;5696	6436;6437;6438	6437	13	81
REV__tr|A0A0D9RAB9|A0A0D9RAB9_CHLSB	REV__tr|A0A0D9RAB9|A0A0D9RAB9_CHLSB	1	1	1	tr|A0A0D9RAB9|A0A0D9RAB9_CHLSB Stereocilin OS=Chlorocebus sabaeus OX=60711 GN=STRC PE=4 SV=1	1	1	1	1	0	0	0	192.75	1775	1775	1	-2	8806.8	9467.4	71.115	12.725	9167.7	10185	42.95	0	9358.6	8013.2	8081.8	7690.2	10328	11953	8595	7607.9	8032.3	8661.7	628.87	421.62	8465.5	9417.3	323.59	191.49	8967.5	7679.4	8429.9	8018.8	10372	11893	8241.2	7372.6	5	5	2	1	5	5	1	0	5	5	5	5	5	5	5	5	207120000	5	+	+		57	12878	True	13575;13576	21654;21655;21656;21657;21658	25191;25192;25193;25194;25195	25194	14	266
REV__tr|A0A0D9RD14|A0A0D9RD14_CHLSB	REV__tr|A0A0D9RD14|A0A0D9RD14_CHLSB	1	1	1	tr|A0A0D9RD14|A0A0D9RD14_CHLSB Dynein cytoplasmic 1 heavy chain 1 OS=Chlorocebus sabaeus OX=60711 GN=DYNC1H1 PE=4 SV=1	1	1	1	1	0	0	0	467.51	4075	4075	0.0066741	6.0601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208430000	1		+		58	7048	True	7368	12079	13791	13791		
REV__tr|A0A0D9RDV6|A0A0D9RDV6_CHLSB	REV__tr|A0A0D9RDV6|A0A0D9RDV6_CHLSB	1	1	1	tr|A0A0D9RDV6|A0A0D9RDV6_CHLSB tRNA(His) guanylyltransferase OS=Chlorocebus sabaeus OX=60711 GN=THG1L PE=3 SV=1	1	1	1	1	0	0	0	34.813	298	298	0.0048309	6.1846	2960	2503	0	0	2136.6	4460.6	0	0	2242	3153.5	2377.8	5200.9	4036.7	5690.9	4351	3920.2	2698.8	2288.6	151.26	114.68	1967	4103.1	0	189.24	2166.8	3074.8	2511.4	5236.4	4072.8	5726.5	4151.2	3790.6	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	23904000	1		+		59	4381	True	4573	7355	8312	8312	15	269
REV__tr|A0A0D9RHV7|A0A0D9RHV7_CHLSB	REV__tr|A0A0D9RHV7|A0A0D9RHV7_CHLSB	1	1	1	tr|A0A0D9RHV7|A0A0D9RHV7_CHLSB BMP/retinoic acid inducible neural specific 2 OS=Chlorocebus sabaeus OX=60711 GN=BRINP2 PE=4 SV=1	1	1	1	1	0	0	0	89.004	783	783	0.0087985	5.9826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918020000	4		+		60	16203	True	17065	27266;27267;27268	31757;31758;31759;31760	31760		
REV__tr|A0A0D9RIN3|A0A0D9RIN3_CHLSB	REV__tr|A0A0D9RIN3|A0A0D9RIN3_CHLSB	1	1	1	tr|A0A0D9RIN3|A0A0D9RIN3_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1	1	1	1	1	0	0	0	443.35	3862	3862	0.0028952	6.3435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133170000	1		+		61	6832	True	7131	11753	13422	13422		
REV__tr|A0A0D9RPH4|A0A0D9RPH4_CHLSB	REV__tr|A0A0D9RPH4|A0A0D9RPH4_CHLSB	1	1	1	tr|A0A0D9RPH4|A0A0D9RPH4_CHLSB Nei like DNA glycosylase 1 OS=Chlorocebus sabaeus OX=60711 GN=NEIL1 PE=4 SV=1	1	1	1	1	0	0	0	43.528	390	390	0.0082873	6.0146	29337	31030	0	0	33386	1778.8	0	39.672	2558.1	27340	26598	7514.6	40221	3179.1	33207	27712	26748	28381	1644.3	1218.7	30704	1651.2	722.33	557.01	3324.1	25545	26767	8478.1	40212	4535.9	31844	26112	4	4	0	0	4	2	0	2	4	4	4	4	4	3	4	4	1178700000	4		+		62	13985	True	14740	23395;23396	27159;27160;27161;27162	27159		
REV__tr|A0A0D9RPS8|A0A0D9RPS8_CHLSB	REV__tr|A0A0D9RPS8|A0A0D9RPS8_CHLSB	1	1	1	tr|A0A0D9RPS8|A0A0D9RPS8_CHLSB Pleckstrin homology domain containing A8 OS=Chlorocebus sabaeus OX=60711 GN=PLEKHA8 PE=4 SV=1	1	1	1	1	0	0	0	58.142	519	519	0.0074938	6.0485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13004000	1		+		63	1067	True	1118	1822	2020	2020		
REV__tr|A0A0D9RPX2|A0A0D9RPX2_CHLSB	REV__tr|A0A0D9RPX2|A0A0D9RPX2_CHLSB	1	1	1	tr|A0A0D9RPX2|A0A0D9RPX2_CHLSB Sorting nexin family member 21 OS=Chlorocebus sabaeus OX=60711 GN=SNX21 PE=4 SV=1	1	1	1	1	0	0	0	41.521	375	375	0.0093407	5.9791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583860000	1		+		64	2665	True	2789	4625	5247	5247		
REV__tr|A0A0D9RQ07|A0A0D9RQ07_CHLSB	REV__tr|A0A0D9RQ07|A0A0D9RQ07_CHLSB	1	1	1	tr|A0A0D9RQ07|A0A0D9RQ07_CHLSB Ubiquitin specific peptidase 34 OS=Chlorocebus sabaeus OX=60711 GN=USP34 PE=3 SV=1	1	1	1	1	0	0	0	404.1	3546	3546	1	-2	1574.4	890.51	0	0	1176.1	1806.1	0	0	1070.8	967.71	1686.5	2149.7	1686.3	1766	1798.4	1145.5	1436.1	814.74	0	0	1088.7	1668	0	0	1054.5	962.4	1701.6	2127.8	1721.9	1791.4	1716.3	1109.7	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	56035000	1	+	+		65	11878	True	12523	19992	23243	23243	16	1554
REV__tr|A0A0D9RS87|A0A0D9RS87_CHLSB	REV__tr|A0A0D9RS87|A0A0D9RS87_CHLSB	1	1	1	tr|A0A0D9RS87|A0A0D9RS87_CHLSB Pinin, desmosome associated protein OS=Chlorocebus sabaeus OX=60711 GN=PNN PE=4 SV=1	1	1	1	1	0	0	0	82.013	721	721	0.0072162	6.0508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37528000	3		+		66	5148	True	5368	8584;8585;8586	9696;9697;9698	9698		
